id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability,Location
8301,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,ARORA TRAVELS,Volvo A/C Semi Sleeper (2+2),22:31,05h 30m,04:01,2.3,849,21,Uttar Pradesh
8302,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Khajuraho Travels Pvt Ltd,A/C Seater / Sleeper (2+1),18:26,06h 16m,00:42,4.0,1996,16,Uttar Pradesh
8303,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),09:59,06h 53m,16:52,4.0,2999,33,Uttar Pradesh
8304,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),09:19,06h 53m,16:12,5.0,3608,38,Uttar Pradesh
8305,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,RS YADAV SMART BUS,A/C Seater / Sleeper (2+2),16:15,08h 51m,01:06,3.7,2184,33,Uttar Pradesh
8306,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),20:00,05h 59m,01:59,3.6,2699,24,Uttar Pradesh
8307,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:16,08h 29m,01:45,3.6,1899,28,Uttar Pradesh
8308,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),15:25,08h 05m,23:30,0.0,1500,34,Uttar Pradesh
8309,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - NDD0013,Ordinary Non AC Seater 2+3,03:45,03h 45m,07:30,3.3,348,52,Uttar Pradesh
8310,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0155,Ordinary Non AC Seater 2+3,05:19,03h 39m,08:58,3.3,389,52,Uttar Pradesh
8311,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0154,Ordinary Non AC Seater 2+3,05:20,03h 39m,08:59,3.3,389,52,Uttar Pradesh
8312,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0115,Ordinary Non AC Seater 2+3,05:46,04h 33m,10:19,3.3,348,52,Uttar Pradesh
8313,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0053,Ordinary Non AC Seater 2+3,06:01,03h 54m,09:55,3.3,348,52,Uttar Pradesh
8314,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0104,Ordinary Non AC Seater 2+3,06:33,06h 00m,12:33,3.3,314,52,Uttar Pradesh
8315,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0075,Ordinary Non AC Seater 2+3,06:42,04h 33m,11:15,3.3,371,52,Uttar Pradesh
8316,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - AGF0077,Ordinary Non AC Seater 2+3,06:59,04h 31m,11:30,3.3,397,52,Uttar Pradesh
8317,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0097,Ordinary Non AC Seater 2+3,08:31,05h 59m,14:30,3.3,314,52,Uttar Pradesh
8318,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0107,Ordinary Non AC Seater 2+3,09:03,06h 00m,15:03,3.3,314,52,Uttar Pradesh
8319,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - BRT0004,Ordinary Non AC Seater 2+3,09:30,04h 30m,14:00,3.3,394,52,Uttar Pradesh
8320,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - IGD0110,Ordinary Non AC Seater 2+3,09:33,06h 00m,15:33,3.3,314,52,Uttar Pradesh
8321,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0137,Ordinary Non AC Seater 2+3,09:45,04h 00m,13:45,3.3,348,52,Uttar Pradesh
8322,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - SKB0017,Ordinary Non AC Seater 2+3,10:50,05h 40m,16:30,3.3,295,52,Uttar Pradesh
8323,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0129,Ordinary Non AC Seater 2+3,11:30,04h 00m,15:30,3.3,348,52,Uttar Pradesh
8324,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0133,Ordinary Non AC Seater 2+3,11:33,04h 00m,15:33,3.3,348,52,Uttar Pradesh
8325,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0008,Ordinary Non AC Seater 2+3,12:30,04h 00m,16:30,3.3,348,52,Uttar Pradesh
8326,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - TAJ0013,Janrath AC Seater 2+2,13:00,03h 30m,16:30,3.7,428,36,Uttar Pradesh
8327,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0087,Ordinary Non AC Seater 2+3,13:47,04h 00m,17:47,3.3,348,52,Uttar Pradesh
8328,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - NDD0011,Ordinary Non AC Seater 2+3,14:00,04h 00m,18:00,3.3,348,52,Uttar Pradesh
8329,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - KSB0427,Shatabdi AC Seater 2+2,14:31,05h 00m,19:31,3.3,457,37,Uttar Pradesh
8330,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - GNA0070,Ordinary Non AC Seater 2+3,15:02,04h 00m,19:02,3.3,348,52,Uttar Pradesh
8331,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,UPSRTC - KSB0016,Janrath AC Seater 2+2,16:00,04h 00m,20:00,3.3,428,36,Uttar Pradesh
8332,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),10:00,04h 35m,14:35,4.6,284,9,Uttar Pradesh
8333,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),08:00,04h 15m,12:15,4.4,447,4,Uttar Pradesh
8334,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),16:00,04h 40m,20:40,4.4,342,19,Uttar Pradesh
8335,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),14:00,04h 45m,18:45,4.3,321,22,Uttar Pradesh
8336,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),09:00,04h 35m,13:35,4.3,284,14,Uttar Pradesh
8337,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),12:00,04h 45m,16:45,4.3,284,18,Uttar Pradesh
8338,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),19:00,04h 45m,23:45,4.3,284,33,Uttar Pradesh
8339,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),13:00,04h 45m,17:45,4.4,284,34,Uttar Pradesh
8340,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),23:55,04h 45m,04:40,4.3,284,43,Uttar Pradesh
8341,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),15:00,04h 45m,19:45,4.2,284,27,Uttar Pradesh
8342,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),22:00,04h 45m,02:45,4.3,284,40,Uttar Pradesh
8343,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),06:00,04h 15m,10:15,4.2,545,1,Uttar Pradesh
8344,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),16:30,04h 35m,21:05,4.3,284,39,Uttar Pradesh
8345,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),18:00,04h 45m,22:45,4.2,284,32,Uttar Pradesh
8346,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),17:00,04h 35m,21:35,4.1,284,28,Uttar Pradesh
8347,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,NueGo,Electric A/C Seater (2+2),21:00,04h 45m,01:45,4.0,284,41,Uttar Pradesh
8348,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.Ltd,VE A/C Seater (2+2),16:15,04h 30m,20:45,4.2,284,30,Uttar Pradesh
8349,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.Ltd,VE A/C Seater (2+2),13:15,04h 30m,17:45,3.6,269,28,Uttar Pradesh
8350,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Zingbus Plus,A/C Seater (2+2),05:10,03h 10m,08:20,3.5,450,5,Uttar Pradesh
8351,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Hans Travels (I) Private Limited,A/C Sleeper (2+1),06:00,03h 30m,09:30,3.7,400,7,Uttar Pradesh
8352,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Ashok tour and Travels,AC Seater (2+2),18:00,05h 15m,23:15,3.0,332.38,36,Uttar Pradesh
8353,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Royal Star Travels,AC Seater (2+2),14:00,04h 00m,18:00,1.2,350,31,Uttar Pradesh
8354,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,AGRA TRAVELSENSE,A/C Seater Push Back (2+3),10:00,04h 30m,14:30,2.1,299,18,Uttar Pradesh
8355,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Ashok tour and Travels,AC Seater (2+2),11:00,05h 15m,16:15,2.3,284.76,36,Uttar Pradesh
8356,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Royal Star Travels,AC Seater (2+2),09:30,04h 30m,14:00,1.3,399,26,Uttar Pradesh
8357,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,RAWAT HOLIDAYS,A/C Seater (2+2),13:00,04h 15m,17:15,1.1,449,24,Uttar Pradesh
8358,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.ltd,A/C Seater (2+3),11:15,04h 15m,15:30,2.5,249,39,Uttar Pradesh
8359,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,AGRA TRAVELSENSE,A/C Seater Push Back (2+3),13:15,04h 00m,17:15,1.2,549,19,Uttar Pradesh
8360,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Ashok tour and Travels,AC Seater (2+2),14:30,05h 15m,19:45,1.9,332.38,36,Uttar Pradesh
8361,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,AGRA TRAVELSENSE,A/C Seater Push Back (2+3),15:30,03h 45m,19:15,1.5,549,14,Uttar Pradesh
8362,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,RAWAT HOLIDAYS,A/C Seater (2+2),17:45,04h 15m,22:00,1.3,449,26,Uttar Pradesh
8363,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Royal Star Travels,AC Seater (2+2),14:45,04h 00m,18:45,1.3,499,32,Uttar Pradesh
8364,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,AGRA TRAVELSENSE,A/C Seater Push Back (2+3),17:30,04h 30m,22:00,1.4,500,14,Uttar Pradesh
8365,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Ashok tour and Travels,AC Seater (2+2),10:00,05h 15m,15:15,1.8,395.24,36,Uttar Pradesh
8366,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),10:00,03h 45m,13:45,2.5,315,33,Uttar Pradesh
8367,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),08:00,03h 45m,11:45,2.5,315,33,Uttar Pradesh
8368,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),14:00,03h 45m,17:45,2.5,315,33,Uttar Pradesh
8369,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),18:00,03h 45m,21:45,2.5,315,33,Uttar Pradesh
8370,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),06:00,03h 45m,09:45,2.5,315,33,Uttar Pradesh
8371,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),16:00,03h 45m,19:45,2.5,315,33,Uttar Pradesh
8372,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:59,03h 45m,15:44,2.5,315,33,Uttar Pradesh
8373,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,RAWAT HOLIDAYS,A/C Seater (2+2),10:00,04h 15m,14:15,1.1,299,28,Uttar Pradesh
8374,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.ltd,VE A/C Seater (2+2),18:35,03h 15m,21:50,4.1,1399,36,Uttar Pradesh
8375,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.ltd,Bharat Benz A/C Seater /Sleeper (2+1),17:30,03h 30m,21:00,3.6,1559,18,Uttar Pradesh
8376,Agra to Delhi,https://www.redbus.in/bus-tickets/agra-to-delhi,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),15:15,04h 15m,19:30,4.6,1599,12,Uttar Pradesh
8377,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0108,Rajdhani Non AC Seater 2+3,07:04,07h 35m,14:39,3.3,529,51,Uttar Pradesh
8378,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0314,Ordinary Non AC Seater 2+3,07:49,07h 33m,15:22,3.3,529,52,Uttar Pradesh
8379,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0325,Ordinary Non AC Seater 2+3,08:32,09h 29m,18:01,3.3,529,52,Uttar Pradesh
8380,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0315,Ordinary Non AC Seater 2+3,08:44,07h 32m,16:16,3.3,529,52,Uttar Pradesh
8381,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0073,Shatabdi AC Seater 2+2,10:30,08h 31m,19:01,3.3,602,36,Uttar Pradesh
8382,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0001,Shatabdi AC Seater 2+2,12:20,07h 40m,20:00,3.3,602,37,Uttar Pradesh
8383,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - SRG0227,Ordinary Non AC Seater 2+3,19:14,07h 26m,02:40,3.3,517,52,Uttar Pradesh
8384,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - RPD0020,Ordinary Non AC Seater 2+3,19:35,10h 55m,06:30,3.3,485,52,Uttar Pradesh
8385,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0434,Ordinary Non AC Seater 2+3,20:19,07h 09m,03:28,3.3,529,52,Uttar Pradesh
8386,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - BLP0012,Ordinary Non AC Seater 2+3,21:05,07h 35m,04:40,3.3,493,52,Uttar Pradesh
8387,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0372,Ordinary Non AC Seater 2+3,21:27,07h 59m,05:26,3.3,529,52,Uttar Pradesh
8388,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0293,Ordinary Non AC Seater 2+3,22:01,07h 34m,05:35,3.3,529,52,Uttar Pradesh
8389,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - KSB0431,Shatabdi AC Seater 2+2,22:15,07h 30m,05:45,3.3,605,37,Uttar Pradesh
8390,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - GND0078,Ordinary Non AC Seater 2+3,22:22,08h 38m,07:00,3.3,493,52,Uttar Pradesh
8391,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - GND0080,Ordinary Non AC Seater 2+3,22:32,08h 58m,07:30,3.3,496,52,Uttar Pradesh
8392,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - BLP0014,Ordinary Non AC Seater 2+3,22:35,08h 25m,07:00,3.4,493,52,Uttar Pradesh
8393,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0002,Shatabdi AC Seater 2+2,23:00,07h 00m,06:00,3.3,602,37,Uttar Pradesh
8394,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - STD0080,Ordinary Non AC Seater 2+3,23:23,08h 37m,08:00,3.3,517,52,Uttar Pradesh
8395,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - BLP0013,Ordinary Non AC Seater 2+3,23:35,06h 25m,06:00,3.9,493,52,Uttar Pradesh
8396,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+1),22:40,06h 10m,04:50,3.8,800,14,Uttar Pradesh
8397,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Rahul Travels,AshokLeyland Stile A/C,21:45,07h 15m,05:00,3.2,850,11,Uttar Pradesh
8398,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Rahul Travels,AshokLeyland Stile A/C,21:00,07h 00m,04:00,3.5,850,20,Uttar Pradesh
8399,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,AC Sleeper (2+1),21:30,07h 30m,05:00,3.1,900,26,Uttar Pradesh
8400,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,A/C Seater / Sleeper (2+2),22:00,07h 15m,05:15,3.5,550,34,Uttar Pradesh
8401,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,A/C Seater / Sleeper (2+2),20:50,06h 40m,03:30,2.1,550,37,Uttar Pradesh
8402,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,09h 00m,06:00,2.9,500,34,Uttar Pradesh
8403,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Jaiswal Holidays,A/C Sleeper (2+1),21:10,07h 35m,04:45,2.9,1000,10,Uttar Pradesh
8404,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Jaiswal Holidays,A/C Sleeper (2+1),20:25,07h 35m,04:00,2.9,1000,30,Uttar Pradesh
8405,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Jaiswal Holidays,A/C Sleeper (2+1),21:55,07h 35m,05:30,0.0,1000,30,Uttar Pradesh
8406,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0038,Ordinary Non AC Seater 2+3,00:30,08h 20m,08:50,3.3,452,52,Uttar Pradesh
8407,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - AWD0069,Janrath AC Seater 2+3,00:31,05h 43m,06:14,3.3,482,48,Uttar Pradesh
8408,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0234,Ordinary Non AC Seater 2+3,03:31,08h 29m,12:00,3.3,452,52,Uttar Pradesh
8409,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0320,Ordinary Non AC Seater 2+3,03:32,08h 28m,12:00,3.3,452,52,Uttar Pradesh
8410,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - CBG0307,Ordinary Non AC Seater 2+3,04:00,07h 00m,11:00,3.3,451,51,Uttar Pradesh
8411,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - ALM0179,Shatabdi AC Seater 2+2,05:30,07h 00m,12:30,3.3,567,37,Uttar Pradesh
8412,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0232,Rajdhani Non AC Seater 2+3,05:40,08h 22m,14:02,3.3,448,51,Uttar Pradesh
8413,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - GKD0008,Rajdhani Non AC Seater 2+3,07:00,06h 00m,13:00,3.3,460,51,Uttar Pradesh
8414,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - GKD0136,Shatabdi AC Seater 2+2,07:32,05h 08m,12:40,3.3,523,37,Uttar Pradesh
8415,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - AWD0361,Janrath AC Seater 2+3,07:40,05h 20m,13:00,3.3,482,48,Uttar Pradesh
8416,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - RPN0003,Janrath AC Seater 2+2,08:00,06h 00m,14:00,3.3,567,36,Uttar Pradesh
8417,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - GKD0010,Rajdhani Non AC Seater 2+3,08:00,05h 20m,13:20,3.3,425,51,Uttar Pradesh
8418,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - DOR0103,Rajdhani Non AC Seater 2+3,09:30,05h 50m,15:20,3.3,425,51,Uttar Pradesh
8419,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - GKD0138,Shatabdi AC Seater 2+2,09:32,05h 58m,15:30,3.3,567,37,Uttar Pradesh
8420,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - DOR0003,Rajdhani Non AC Seater 2+3,09:34,06h 20m,15:54,3.3,460,51,Uttar Pradesh
8421,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - GKD0142,Janrath AC Seater 2+2,10:00,06h 00m,16:00,3.3,567,36,Uttar Pradesh
8422,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - DOR0994,Ordinary Non AC Seater 2+3,10:40,06h 25m,17:05,3.3,460,52,Uttar Pradesh
8423,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - DOR0996,Rajdhani Non AC Seater 2+3,10:40,06h 30m,17:10,3.3,460,50,Uttar Pradesh
8424,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - STD0379,Ordinary Non AC Seater 2+3,11:36,07h 00m,18:36,3.3,425,52,Uttar Pradesh
8425,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - PAD0005,Rajdhani Non AC Seater 2+3,13:00,07h 05m,20:05,3.3,451,51,Uttar Pradesh
8426,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0248,Ordinary Non AC Seater 2+3,13:00,08h 30m,21:30,3.3,452,52,Uttar Pradesh
8427,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - MHB0324,Ordinary Non AC Seater 2+3,13:01,08h 29m,21:30,3.3,452,52,Uttar Pradesh
8428,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - BDV0867,Janrath AC Seater 2+2,13:22,06h 28m,19:50,3.3,558,36,Uttar Pradesh
8429,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - SRG0033,Ordinary Non AC Seater 2+3,15:00,06h 45m,21:45,3.3,439,52,Uttar Pradesh
8430,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - ALM0128,Shatabdi AC Seater 2+2,15:30,06h 02m,21:32,3.3,567,37,Uttar Pradesh
8431,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - ALM0004,Shatabdi AC Seater 2+2,16:00,05h 17m,21:17,3.3,523,37,Uttar Pradesh
8432,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - HMR0022,Ordinary Non AC Seater 2+3,16:01,04h 59m,21:00,3.3,447,52,Uttar Pradesh
8433,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - KSB0067,Janrath AC Seater 2+2,16:01,06h 29m,22:30,3.3,558,36,Uttar Pradesh
8434,Gorakhpur (uttar pradesh) to Lucknow,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,UPSRTC - SRG0102,Ordinary Non AC Seater 2+3,16:30,06h 45m,23:15,3.3,439,52,Uttar Pradesh
