id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability,Location
1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9319,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,06h 00m,19:00,3.9,436,31,Andra Pradesh
2,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:15,06h 35m,19:50,4.3,683,17,Andra Pradesh
3,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35154,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,07h 20m,21:00,3.6,444,26,Andra Pradesh
4,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,06h 00m,20:00,1.8,436,32,Andra Pradesh
5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24291,INDRA(A.C. Seater),14:00,05h 00m,19:00,3.0,528,28,Andra Pradesh
6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:15,06h 15m,20:30,3.4,683,21,Andra Pradesh
7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 94285,INDRA(A.C. Seater),14:25,04h 35m,19:00,2.9,528,28,Andra Pradesh
8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3722,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,06h 00m,20:30,3.1,436,31,Andra Pradesh
9,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:15,06h 35m,21:50,4.1,683,30,Andra Pradesh
10,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3356,NIGHT RIDER (SEATER CUM SLEEPER),15:45,07h 00m,22:45,2.7,639,13,Andra Pradesh
11,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:15,06h 45m,23:00,3.8,683,38,Andra Pradesh
12,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,08h 25m,00:45,3.9,469,13,Andra Pradesh
13,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,06h 30m,23:15,4.2,436,15,Andra Pradesh
14,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,06h 40m,23:55,4.2,683,40,Andra Pradesh
15,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2561,INDRA(A.C. Seater),17:15,05h 30m,22:45,3.6,528,25,Andra Pradesh
16,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,07h 50m,01:10,3.9,469,17,Andra Pradesh
17,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,07h 50m,01:20,4.6,469,13,Andra Pradesh
18,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,07h 50m,01:45,3.9,469,22,Andra Pradesh
19,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:00,06h 40m,00:40,3.4,683,35,Andra Pradesh
20,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,07h 05m,01:30,2.9,720,23,Andra Pradesh
21,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),18:55,06h 20m,01:15,2.7,639,6,Andra Pradesh
22,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,06h 50m,02:15,2.0,469,4,Andra Pradesh
23,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2563,INDRA(A.C. Seater),19:30,05h 55m,01:25,4.7,528,19,Andra Pradesh
24,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2798,INDRA(A.C. Seater),19:55,06h 35m,02:30,1.9,567,18,Andra Pradesh
25,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:00,06h 45m,02:45,4.0,683,40,Andra Pradesh
26,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,06h 45m,02:45,3.8,436,20,Andra Pradesh
27,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,07h 10m,03:20,4.4,469,4,Andra Pradesh
28,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,06h 00m,02:15,2.6,639,17,Andra Pradesh
29,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:25,06h 05m,02:30,4.2,720,4,Andra Pradesh
30,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,06h 15m,02:40,4.3,469,4,Andra Pradesh
31,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05h 30m,02:00,3.9,469,13,Andra Pradesh
32,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07h 15m,03:45,3.7,436,27,Andra Pradesh
33,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 48792,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,07h 25m,04:00,3.9,469,5,Andra Pradesh
34,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,06h 25m,03:00,3.5,469,7,Andra Pradesh
35,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,06h 20m,03:00,4.6,639,5,Andra Pradesh
36,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3861,INDRA(A.C. Seater),20:40,06h 20m,03:00,3.9,538,27,Andra Pradesh
37,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,07h 05m,03:45,4.4,469,9,Andra Pradesh
38,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 91212,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:55,06h 35m,03:30,3.9,469,10,Andra Pradesh
39,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 37801,INDRA(A.C. Seater),21:00,06h 45m,03:45,3.3,567,6,Andra Pradesh
40,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 15m,04:15,4.4,446,9,Andra Pradesh
41,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 15m,04:15,4.2,469,1,Andra Pradesh
42,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 45m,04:45,4.2,444,7,Andra Pradesh
43,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,06h 25m,03:30,2.5,469,1,Andra Pradesh
44,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3969,INDRA(A.C. Seater),21:05,06h 10m,03:15,3.2,567,12,Andra Pradesh
45,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:05,06h 55m,04:00,4.2,720,14,Andra Pradesh
46,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,06h 50m,04:05,3.6,469,5,Andra Pradesh
47,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3962,INDRA(A.C. Seater),21:25,06h 50m,04:15,3.5,567,9,Andra Pradesh
48,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 55m,04:25,4.0,444,13,Andra Pradesh
49,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4795,INDRA(A.C. Seater),21:30,06h 30m,04:00,3.7,581,15,Andra Pradesh
50,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3911,INDRA(A.C. Seater),21:30,07h 00m,04:30,3.9,567,26,Andra Pradesh
51,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,06h 10m,03:45,2.7,469,10,Andra Pradesh
52,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,06h 40m,04:15,2.8,469,2,Andra Pradesh
53,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,06h 55m,04:30,4.4,444,12,Andra Pradesh
54,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:38,06h 52m,04:30,3.9,444,8,Andra Pradesh
55,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4920,INDRA(A.C. Seater),21:40,06h 20m,04:00,3.7,567,5,Andra Pradesh
56,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,07h 05m,04:50,3.2,444,17,Andra Pradesh
57,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,06h 30m,04:15,4.1,436,8,Andra Pradesh
58,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,06h 15m,04:00,4.3,720,5,Andra Pradesh
59,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4996,INDRA(A.C. Seater),21:55,05h 45m,03:40,3.9,567,6,Andra Pradesh
60,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,07h 10m,05:05,3.5,444,16,Andra Pradesh
61,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 92384,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,07h 05m,05:00,3.9,469,5,Andra Pradesh
62,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 30m,05:30,3.9,469,9,Andra Pradesh
63,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 10m,05:10,4.1,444,10,Andra Pradesh
64,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 92401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06h 50m,05:00,3.9,469,10,Andra Pradesh
65,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,07h 05m,05:15,4.4,469,1,Andra Pradesh
66,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3691,INDRA(A.C. Seater),22:10,06h 20m,04:30,4.1,567,1,Andra Pradesh
67,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4340,INDRA(A.C. Seater),22:10,06h 50m,05:00,4.4,567,6,Andra Pradesh
68,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06h 20m,04:30,4.0,517,1,Andra Pradesh
69,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07h 20m,05:35,3.9,436,15,Andra Pradesh
70,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),22:15,06h 15m,04:30,3.7,683,13,Andra Pradesh
71,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06h 55m,06:00,4.7,799,15,Andra Pradesh
72,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),23:50,06h 25m,06:15,4.5,1069,16,Andra Pradesh
73,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),23:30,07h 15m,06:45,4.6,939,17,Andra Pradesh
74,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdOrange Tours and Travels,NON A/C Seater/ Sleeper (2+1),19:40,08h 15m,03:55,3.5,600,16,Andra Pradesh
75,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),22:35,06h 30m,05:05,4.5,798,17,Andra Pradesh
76,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06h 55m,06:00,4.5,739,22,Andra Pradesh
77,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,05h 50m,05:25,4.6,670,32,Andra Pradesh
78,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:50,05h 20m,04:10,3.9,890,28,Andra Pradesh
79,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),12:50,06h 40m,19:30,4.6,419,7,Andra Pradesh
80,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),11:40,06h 35m,18:15,4.5,315,1,Andra Pradesh
81,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),12:10,07h 00m,19:10,4.6,378,14,Andra Pradesh
82,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:40,06h 15m,05:55,4.5,698,18,Andra Pradesh
83,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:25,06h 40m,06:05,4.4,1139,18,Andra Pradesh
84,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 20m,06:05,4.5,769,21,Andra Pradesh
85,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,06h 15m,05:25,4.4,1045,4,Andra Pradesh
86,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),17:20,05h 50m,23:10,4.5,598,15,Andra Pradesh
87,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:20,06h 25m,05:45,4.6,898,16,Andra Pradesh
88,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),22:00,07h 10m,05:10,4.2,759,12,Andra Pradesh
89,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),00:15,06h 10m,06:25,4.3,859,19,Andra Pradesh
90,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),13:30,07h 05m,20:35,4.3,501,2,Andra Pradesh
91,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,4.1,664,24,Andra Pradesh
92,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:59,06h 31m,06:30,4.3,1139,19,Andra Pradesh
93,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,A/C Sleeper (2+1),23:26,06h 38m,06:04,4.3,1000,16,Andra Pradesh
94,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:59,06h 31m,06:30,4.4,921,16,Andra Pradesh
95,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:30,05h 54m,04:24,4.7,999,14,Andra Pradesh
96,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,07h 00m,06:00,4.2,759,17,Andra Pradesh
97,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),22:45,07h 05m,05:50,4.2,919,15,Andra Pradesh
98,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),22:35,07h 05m,05:40,4.2,759,16,Andra Pradesh
99,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),00:01,05h 44m,05:45,4.4,1029,19,Andra Pradesh
100,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),22:55,06h 35m,05:30,4.2,989,22,Andra Pradesh
101,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05h 55m,05:30,4.1,689,4,Andra Pradesh
102,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),21:30,07h 15m,04:45,4.0,617,27,Andra Pradesh
103,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Sleeper (2+1),15:55,07h 50m,23:45,4.2,990,20,Andra Pradesh
104,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),23:15,07h 20m,06:35,4.2,854,17,Andra Pradesh
105,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),22:48,05h 27m,04:15,4.1,1041,16,Andra Pradesh
106,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,A/C Seater / Sleeper (2+1),22:46,06h 38m,05:24,4.0,910,18,Andra Pradesh
107,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,05h 25m,04:35,4.2,1045,3,Andra Pradesh
108,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tirumala Xpress,A/C Sleeper (2+1),23:00,06h 50m,05:50,3.9,1079,30,Andra Pradesh
109,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),23:35,06h 15m,05:50,3.9,889,2,Andra Pradesh
110,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),11:40,05h 50m,17:30,3.9,376,8,Andra Pradesh
111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,07h 45m,20:45,3.3,444,33,Andra Pradesh
112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,08h 00m,21:00,3.0,446,33,Andra Pradesh
113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:50,05h 00m,18:50,3.2,436,33,Andra Pradesh
114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,06h 35m,20:35,3.9,414,32,Andra Pradesh
115,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,06h 00m,19:00,3.3,426,10,Andra Pradesh
116,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5751,Express Non AC Seater 2+3,14:15,06h 20m,20:35,2.7,312,16,Andra Pradesh
117,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,06h 00m,20:30,2.6,426,11,Andra Pradesh
118,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5513,SAPTAGIRI EXPRESS,14:45,06h 00m,20:45,2.8,317,40,Andra Pradesh
119,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,07h 00m,20:30,3.8,472,14,Andra Pradesh
120,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,06h 30m,21:00,4.0,716,16,Andra Pradesh
121,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,07h 00m,22:30,3.7,472,17,Andra Pradesh
122,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,07h 00m,23:30,4.1,472,12,Andra Pradesh
123,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27153,METRO LUXURY A/C,12:45,03h 05m,15:50,4.2,383,25,Andra Pradesh
124,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,03h 30m,16:30,3.8,281,27,Andra Pradesh
